wavenumber_ratio_r,true_u,true_epsilon,distinct_root_count,best_residual,roots_if_multiple
2.0,0.38749999999999996,0.05,1,1.9559343748175595e-16,
2.0,0.38749999999999996,0.16249999999999998,1,3.122502256758253e-17,
2.0,0.38749999999999996,0.27499999999999997,1,1.8319205572553517e-16,
2.0,0.38749999999999996,0.38749999999999996,1,8.326672684688674e-17,
2.0,0.38749999999999996,0.49999999999999994,1,2.1138016631127878e-16,
2.0,0.38749999999999996,0.6125,1,2.7755575615628914e-17,
2.0,0.38749999999999996,0.725,1,1.6653345369377348e-16,
2.0,0.38749999999999996,0.8374999999999999,1,4.034117999026819e-16,
2.0,0.38749999999999996,0.95,1,0.0,
2.0,0.49999999999999994,0.05,1,1.9081958235744878e-17,
2.0,0.49999999999999994,0.16249999999999998,1,3.3306690738754696e-16,
2.0,0.49999999999999994,0.27499999999999997,1,1.6782945342419286e-16,
2.0,0.49999999999999994,0.38749999999999996,1,5.149762648337517e-16,
2.0,0.49999999999999994,0.49999999999999994,1,1.716587549445839e-16,
2.0,0.49999999999999994,0.6125,1,2.7755575615628914e-17,
2.0,0.49999999999999994,0.725,1,1.1102230246251565e-16,
2.0,0.49999999999999994,0.8374999999999999,1,2.0206364052201326e-16,
2.0,0.49999999999999994,0.95,1,8.68471251378335e-16,
2.0,0.6125,0.05,1,9.020562075079397e-17,
2.0,0.6125,0.16249999999999998,1,0.0,
2.0,0.6125,0.27499999999999997,1,5.551115123125783e-17,
2.0,0.6125,0.38749999999999996,1,4.163336342344337e-17,
2.0,0.6125,0.49999999999999994,1,1.1443916996305594e-16,
2.0,0.6125,0.6125,1,0.0,
2.0,0.6125,0.725,1,2.1677797545656835e-16,
2.0,0.6125,0.8374999999999999,1,5.551115123125783e-17,
2.0,0.6125,0.95,1,5.551115123125783e-17,
2.0,0.725,0.05,1,0.0,
2.0,0.725,0.16249999999999998,1,0.0,
2.0,0.725,0.27499999999999997,1,1.3877787807814457e-17,
2.0,0.725,0.38749999999999996,1,2.7755575615628914e-17,
2.0,0.725,0.49999999999999994,1,2.7755575615628914e-17,
2.0,0.725,0.6125,1,0.0,
2.0,0.725,0.725,1,5.551115123125783e-17,
2.0,0.725,0.8374999999999999,1,5.551115123125783e-17,
2.0,0.725,0.95,1,3.236828524569469e-16,
2.0,0.8374999999999999,0.05,1,5.204170427930421e-18,
2.0,0.8374999999999999,0.16249999999999998,1,2.0816681711721685e-17,
2.0,0.8374999999999999,0.27499999999999997,1,2.7755575615628914e-17,
2.0,0.8374999999999999,0.38749999999999996,1,1.3877787807814457e-17,
2.0,0.8374999999999999,0.49999999999999994,1,5.551115123125783e-17,
2.0,0.8374999999999999,0.6125,1,2.2887833992611187e-16,
2.0,0.8374999999999999,0.725,1,3.7238012298709097e-16,
2.0,0.8374999999999999,0.8374999999999999,1,3.510833468576701e-16,
2.0,0.8374999999999999,0.95,1,2.7755575615628914e-16,
2.0,0.95,0.05,1,3.469446951953614e-18,
2.0,0.95,0.16249999999999998,1,1.8041124150158794e-16,
2.0,0.95,0.27499999999999997,1,0.0,
2.0,0.95,0.38749999999999996,1,0.0,
2.0,0.95,0.49999999999999994,1,8.326672684688674e-17,
2.0,0.95,0.6125,1,0.0,
2.0,0.95,0.725,1,2.7755575615628914e-16,
2.0,0.95,0.8374999999999999,1,0.0,
2.0,0.95,0.95,1,2.7755575615628914e-16,
3.0,0.05,0.05,1,2.1580071598642937e-15,
3.0,0.05,0.16249999999999998,1,1.1657854032834864e-14,
3.0,0.05,0.27499999999999997,1,4.538048549310336e-15,
3.0,0.05,0.38749999999999996,1,2.1716105192085774e-15,
3.0,0.05,0.49999999999999994,1,3.70090477732263e-15,
3.0,0.05,0.6125,1,6.145351627176113e-15,
3.0,0.05,0.725,1,3.330184761693205e-15,
3.0,0.05,0.8374999999999999,1,1.0736433289165816e-14,
3.0,0.05,0.95,1,1.8082709585625293e-15,
3.0,0.16249999999999998,0.05,1,6.152676815401961e-16,
3.0,0.16249999999999998,0.16249999999999998,1,9.994175390735497e-16,
3.0,0.16249999999999998,0.27499999999999997,1,4.163336342344337e-17,
3.0,0.16249999999999998,0.38749999999999996,1,2.1000903724951387e-16,
3.0,0.16249999999999998,0.49999999999999994,1,1.2525424275040914e-15,
3.0,0.16249999999999998,0.6125,1,4.388541835720876e-16,
3.0,0.16249999999999998,0.725,1,2.1564671209451396e-15,
3.0,0.16249999999999998,0.8374999999999999,1,6.563126306299138e-16,
3.0,0.16249999999999998,0.95,1,3.85282982226818e-15,
3.0,0.27499999999999997,0.05,1,3.6083916265107585e-16,
3.0,0.27499999999999997,0.16249999999999998,1,2.0122792321330962e-16,
3.0,0.27499999999999997,0.27499999999999997,1,3.888257972851056e-16,
3.0,0.27499999999999997,0.38749999999999996,1,3.947248820392849e-16,
3.0,0.27499999999999997,0.49999999999999994,1,3.502595287175881e-16,
3.0,0.27499999999999997,0.6125,1,2.1000903724951387e-16,
3.0,0.27499999999999997,0.725,1,4.594365265244385e-16,
3.0,0.27499999999999997,0.8374999999999999,1,4.423816968858297e-16,
3.0,0.27499999999999997,0.95,1,4.440892098500626e-16,
3.0,0.38749999999999996,0.05,1,5.073732555596491e-16,
3.0,0.38749999999999996,0.16249999999999998,1,5.551115123125783e-17,
3.0,0.38749999999999996,0.27499999999999997,1,1.6711069443220838e-16,
3.0,0.38749999999999996,0.38749999999999996,1,1.6883057536160649e-16,
3.0,0.38749999999999996,0.49999999999999994,1,2.220446049250313e-16,
3.0,0.38749999999999996,0.6125,1,0.0,
3.0,0.38749999999999996,0.725,1,2.1138016631127878e-16,
3.0,0.38749999999999996,0.8374999999999999,1,6.269627593800408e-16,
3.0,0.38749999999999996,0.95,1,4.910462595695867e-16,
3.0,0.49999999999999994,0.05,1,1.5265566588595902e-16,
3.0,0.49999999999999994,0.16249999999999998,1,3.469446951953614e-17,
3.0,0.49999999999999994,0.27499999999999997,1,6.938893903907228e-17,
3.0,0.49999999999999994,0.38749999999999996,1,0.0,
3.0,0.49999999999999994,0.49999999999999994,1,1.1102230246251565e-16,
3.0,0.49999999999999994,0.6125,1,1.6653345369377348e-16,
3.0,0.49999999999999994,0.725,1,2.7755575615628914e-16,
3.0,0.49999999999999994,0.8374999999999999,1,3.775166431889533e-16,
3.0,0.49999999999999994,0.95,1,7.016524324105026e-16,
3.0,0.6125,0.05,1,0.0,
3.0,0.6125,0.16249999999999998,1,0.0,
3.0,0.6125,0.27499999999999997,1,1.2412670766236366e-16,
3.0,0.6125,0.38749999999999996,1,1.1102230246251565e-16,
3.0,0.6125,0.49999999999999994,1,5.551115123125783e-17,
3.0,0.6125,0.6125,1,2.220446049250313e-16,
3.0,0.6125,0.725,1,2.7755575615628914e-16,
3.0,0.6125,0.8374999999999999,1,4.2276033262255756e-16,
3.0,0.6125,0.95,1,0.0,
3.0,0.725,0.05,1,3.3306690738754696e-16,
3.0,0.725,0.16249999999999998,1,2.0816681711721685e-17,
3.0,0.725,0.27499999999999997,1,5.551115123125783e-17,
3.0,0.725,0.38749999999999996,1,1.3877787807814457e-16,
3.0,0.725,0.49999999999999994,1,1.3877787807814457e-16,
3.0,0.725,0.6125,1,4.041272810440265e-16,
3.0,0.725,0.725,1,3.3766115072321297e-16,
3.0,0.725,0.8374999999999999,1,1.5700924586837752e-16,
3.0,0.725,0.95,1,5.79553433516819e-16,
3.0,0.8374999999999999,0.05,1,6.938893903907228e-18,
3.0,0.8374999999999999,0.16249999999999998,1,0.0,
3.0,0.8374999999999999,0.27499999999999997,1,8.326672684688674e-17,
3.0,0.8374999999999999,0.38749999999999996,1,5.551115123125783e-17,
3.0,0.8374999999999999,0.49999999999999994,1,2.7755575615628914e-17,
3.0,0.8374999999999999,0.6125,1,5.551115123125783e-17,
3.0,0.8374999999999999,0.725,1,0.0,
3.0,0.8374999999999999,0.8374999999999999,1,2.482534153247273e-16,
3.0,0.8374999999999999,0.95,1,4.002966042486721e-16,
3.0,0.95,0.05,1,6.938893903907228e-18,
3.0,0.95,0.16249999999999998,1,0.0,
3.0,0.95,0.27499999999999997,1,5.551115123125783e-17,
3.0,0.95,0.38749999999999996,1,5.551115123125783e-17,
3.0,0.95,0.49999999999999994,1,2.220446049250313e-16,
3.0,0.95,0.6125,1,4.002966042486721e-16,
3.0,0.95,0.725,1,3.885780586188048e-16,
3.0,0.95,0.8374999999999999,1,4.440892098500626e-16,
3.0,0.95,0.95,1,1.355199909595506e-15,
5.0,0.05,0.05,1,7.965434831870424e-15,
5.0,0.05,0.16249999999999998,1,4.7257767905137455e-15,
5.0,0.05,0.27499999999999997,1,4.5174117861870115e-15,
5.0,0.05,0.38749999999999996,1,1.402745929469661e-14,
5.0,0.05,0.49999999999999994,1,1.4961776280954344e-14,
5.0,0.05,0.6125,1,2.0760876026474113e-14,
5.0,0.05,0.725,1,1.5920086518254333e-14,
5.0,0.05,0.8374999999999999,1,2.918205124410655e-14,
5.0,0.05,0.95,1,5.986797880172747e-14,
5.0,0.16249999999999998,0.05,1,5.968079074171626e-16,
5.0,0.16249999999999998,0.16249999999999998,1,2.3869492459475064e-15,
5.0,0.16249999999999998,0.27499999999999997,1,2.3870702716327156e-15,
5.0,0.16249999999999998,0.38749999999999996,1,8.125323285481904e-16,
5.0,0.16249999999999998,0.49999999999999994,1,6.766044248900874e-16,
5.0,0.16249999999999998,0.6125,1,2.74941357960564e-15,
5.0,0.16249999999999998,0.725,1,5.191572652552131e-15,
5.0,0.16249999999999998,0.8374999999999999,1,2.2833310519974145e-15,
5.0,0.16249999999999998,0.95,1,6.179465850164932e-15,
5.0,0.27499999999999997,0.05,1,1.110712163103964e-15,
5.0,0.27499999999999997,0.16249999999999998,1,2.7755575615628914e-17,
5.0,0.27499999999999997,0.27499999999999997,1,7.216449660063518e-16,
5.0,0.27499999999999997,0.38749999999999996,1,3.6506759942727966e-16,
5.0,0.27499999999999997,0.49999999999999994,1,3.818283603795215e-16,
5.0,0.27499999999999997,0.6125,1,8.163159687020606e-16,
5.0,0.27499999999999997,0.725,1,1.4390804248545648e-15,
5.0,0.27499999999999997,0.8374999999999999,1,1.6653345369377348e-16,
5.0,0.27499999999999997,0.95,1,4.052028869824358e-15,
5.0,0.38749999999999996,0.05,1,6.664589960562512e-16,
5.0,0.38749999999999996,0.16249999999999998,1,0.0,
5.0,0.38749999999999996,0.27499999999999997,1,2.0014830212433605e-16,
5.0,0.38749999999999996,0.38749999999999996,1,5.551115123125783e-17,
5.0,0.38749999999999996,0.49999999999999994,1,3.236828524569469e-16,
5.0,0.38749999999999996,0.6125,1,5.551115123125783e-17,
5.0,0.38749999999999996,0.725,1,5.266250202865052e-16,
5.0,0.38749999999999996,0.8374999999999999,1,1.092826225213563e-15,
5.0,0.38749999999999996,0.95,1,2.7755575615628914e-16,
5.0,0.49999999999999994,0.05,1,1.3877787807814457e-17,
5.0,0.49999999999999994,0.16249999999999998,1,9.930136612989092e-16,
5.0,0.49999999999999994,0.27499999999999997,1,1.6653345369377348e-16,
5.0,0.49999999999999994,0.38749999999999996,1,4.47545209131181e-16,
5.0,0.49999999999999994,0.49999999999999994,1,3.433175098891678e-16,
5.0,0.49999999999999994,0.6125,1,3.510833468576701e-16,
5.0,0.49999999999999994,0.725,1,1.7554167342883506e-16,
5.0,0.49999999999999994,0.8374999999999999,1,1.6653345369377348e-16,
5.0,0.49999999999999994,0.95,1,3.608224830031759e-16,
5.0,0.6125,0.05,1,5.552849575635886e-16,
5.0,0.6125,0.16249999999999998,1,0.0,
5.0,0.6125,0.27499999999999997,1,4.163336342344337e-17,
5.0,0.6125,0.38749999999999996,1,2.237726045655905e-16,
5.0,0.6125,0.49999999999999994,1,1.1102230246251565e-16,
5.0,0.6125,0.6125,1,2.9893669801409083e-16,
5.0,0.6125,0.725,1,3.7238012298709097e-16,
5.0,0.6125,0.8374999999999999,1,2.7755575615628914e-16,
5.0,0.6125,0.95,1,2.3592239273284576e-16,
5.0,0.725,0.05,1,3.469446951953614e-18,
5.0,0.725,0.16249999999999998,1,0.0,
5.0,0.725,0.27499999999999997,1,1.3877787807814457e-17,
5.0,0.725,0.38749999999999996,1,0.0,
5.0,0.725,0.49999999999999994,1,4.652682298944613e-16,
5.0,0.725,0.6125,1,1.5700924586837752e-16,
5.0,0.725,0.725,1,4.742874840267547e-16,
5.0,0.725,0.8374999999999999,1,0.0,
5.0,0.725,0.95,1,1.9984014443252818e-15,
5.0,0.8374999999999999,0.05,1,6.938893903907228e-18,
5.0,0.8374999999999999,0.16249999999999998,1,6.662783593823664e-16,
5.0,0.8374999999999999,0.27499999999999997,1,2.7755575615628914e-17,
5.0,0.8374999999999999,0.38749999999999996,1,2.7755575615628914e-17,
5.0,0.8374999999999999,0.49999999999999994,1,1.1102230246251565e-16,
5.0,0.8374999999999999,0.6125,1,4.002966042486721e-16,
5.0,0.8374999999999999,0.725,1,2.7755575615628914e-16,
5.0,0.8374999999999999,0.8374999999999999,1,6.280369834735101e-16,
5.0,0.8374999999999999,0.95,1,4.440892098500626e-16,
5.0,0.95,0.05,1,2.0816681711721685e-17,
5.0,0.95,0.16249999999999998,1,2.2591401799415137e-16,
5.0,0.95,0.27499999999999997,1,2.220446049250313e-16,
5.0,0.95,0.38749999999999996,1,0.0,
5.0,0.95,0.49999999999999994,1,6.753223014464259e-16,
5.0,0.95,0.6125,1,0.0,
5.0,0.95,0.725,1,0.0,
5.0,0.95,0.8374999999999999,1,6.753223014464259e-16,
5.0,0.95,0.95,1,2.220446049250313e-16,
8.0,0.05,0.05,1,4.919725495705227e-15,
8.0,0.05,0.16249999999999998,1,1.3698097261684647e-14,
8.0,0.05,0.27499999999999997,1,3.0459251508441837e-14,
8.0,0.05,0.38749999999999996,1,5.1654603767284995e-14,
8.0,0.05,0.49999999999999994,1,1.2120758595962072e-14,
8.0,0.05,0.6125,1,4.647416334248438e-14,
8.0,0.05,0.725,1,1.1545116639244086e-14,
8.0,0.05,0.8374999999999999,1,3.870804419620391e-14,
8.0,0.05,0.95,1,2.4687913624229184e-14,
8.0,0.16249999999999998,0.05,1,2.5258431625945756e-15,
8.0,0.16249999999999998,0.16249999999999998,1,3.722238004277361e-15,
8.0,0.16249999999999998,0.27499999999999997,1,1.1885780422238362e-15,
8.0,0.16249999999999998,0.38749999999999996,1,2.2151053517418446e-15,
8.0,0.16249999999999998,0.49999999999999994,1,2.0432421149849596e-15,
8.0,0.16249999999999998,0.6125,1,6.900596545878155e-15,
8.0,0.16249999999999998,0.725,1,1.934856783885701e-15,
8.0,0.16249999999999998,0.8374999999999999,1,1.6277138052487768e-14,
8.0,0.16249999999999998,0.95,1,2.7822109252321576e-15,
8.0,0.27499999999999997,0.05,1,0.0,
8.0,0.27499999999999997,0.16249999999999998,1,6.012462478564703e-16,
8.0,0.27499999999999997,0.27499999999999997,1,3.0622149346881274e-15,
8.0,0.27499999999999997,0.38749999999999996,1,1.8075252578203454e-15,
8.0,0.27499999999999997,0.49999999999999994,1,5.5987887774809516e-15,
8.0,0.27499999999999997,0.6125,1,2.5589376332604516e-16,
8.0,0.27499999999999997,0.725,1,4.9781812688362035e-15,
8.0,0.27499999999999997,0.8374999999999999,1,5.493686023069938e-15,
8.0,0.27499999999999997,0.95,1,3.2023728339893768e-15,
8.0,0.38749999999999996,0.05,1,9.99929281344829e-16,
8.0,0.38749999999999996,0.16249999999999998,1,2.3972849129904254e-15,
8.0,0.38749999999999996,0.27499999999999997,1,5.013320832966251e-16,
8.0,0.38749999999999996,0.38749999999999996,1,8.368202481890594e-16,
8.0,0.38749999999999996,0.49999999999999994,1,1.6883057536160649e-16,
8.0,0.38749999999999996,0.6125,1,1.942890293094024e-16,
8.0,0.38749999999999996,0.725,1,1.6653345369377348e-16,
8.0,0.38749999999999996,0.8374999999999999,1,1.971232166893511e-15,
8.0,0.38749999999999996,0.95,1,5.963832982316466e-15,
8.0,0.49999999999999994,0.05,1,1.6743451780617611e-16,
8.0,0.49999999999999994,0.16249999999999998,1,1.7554167342883506e-16,
8.0,0.49999999999999994,0.27499999999999997,1,2.897767167584095e-16,
8.0,0.49999999999999994,0.38749999999999996,1,3.002224531865041e-16,
8.0,0.49999999999999994,0.49999999999999994,1,2.010699415441723e-15,
8.0,0.49999999999999994,0.6125,1,1.319485001705613e-15,
8.0,0.49999999999999994,0.725,1,6.866350197783356e-16,
8.0,0.49999999999999994,0.8374999999999999,1,8.688869536365456e-16,
8.0,0.49999999999999994,0.95,1,7.468261590855957e-16,
8.0,0.6125,0.05,1,4.5102810375396984e-17,
8.0,0.6125,0.16249999999999998,1,4.163336342344337e-17,
8.0,0.6125,0.27499999999999997,1,1.5700924586837752e-16,
8.0,0.6125,0.38749999999999996,1,7.791361360319881e-16,
8.0,0.6125,0.49999999999999994,1,4.652682298944613e-16,
8.0,0.6125,0.6125,1,1.2412670766236366e-16,
8.0,0.6125,0.725,1,1.1102230246251565e-16,
8.0,0.6125,0.8374999999999999,1,1.6401643046719713e-15,
8.0,0.6125,0.95,1,2.498242727604723e-16,
8.0,0.725,0.05,1,9.994175390735497e-16,
8.0,0.725,0.16249999999999998,1,0.0,
8.0,0.725,0.27499999999999997,1,2.237726045655905e-16,
8.0,0.725,0.38749999999999996,1,4.449557262054371e-16,
8.0,0.725,0.49999999999999994,1,4.577566798522237e-16,
8.0,0.725,0.6125,1,4.710277376051325e-16,
8.0,0.725,0.725,1,0.0,
8.0,0.725,0.8374999999999999,1,2.4650951625709315e-15,
8.0,0.725,0.95,1,1.864588087382261e-15,
8.0,0.8374999999999999,0.05,1,2.227212004505268e-16,
8.0,0.8374999999999999,0.16249999999999998,1,9.71445146547012e-17,
8.0,0.8374999999999999,0.27499999999999997,1,1.3877787807814457e-16,
8.0,0.8374999999999999,0.38749999999999996,1,1.1102230246251565e-16,
8.0,0.8374999999999999,0.49999999999999994,1,5.23691153334427e-16,
8.0,0.8374999999999999,0.6125,1,6.955527313080394e-16,
8.0,0.8374999999999999,0.725,1,5.551115123125783e-16,
8.0,0.8374999999999999,0.8374999999999999,1,6.661338147750939e-16,
8.0,0.8374999999999999,0.95,1,1.5895974606912448e-15,
8.0,0.95,0.05,1,9.71445146547012e-17,
8.0,0.95,0.16249999999999998,1,1.3877787807814457e-17,
8.0,0.95,0.27499999999999997,1,0.0,
8.0,0.95,0.38749999999999996,1,4.440892098500626e-16,
8.0,0.95,0.49999999999999994,1,5.551115123125783e-17,
8.0,0.95,0.6125,1,4.996003610813204e-16,
8.0,0.95,0.725,1,4.965068306494546e-16,
8.0,0.95,0.8374999999999999,1,8.671119018262734e-16,
8.0,0.95,0.95,1,2.3914935841127266e-15,
