epsilon,dL_depsilon,dG_depsilon,dR_depsilon,jacobian_core_factor_K
0.4506433261802575,-1.8406427680521682,-0.004243452245829323,0.515075796849305,1.7236779345237816
0.4520739399141631,-1.8469135029304793,-0.004288051181191297,0.5151680140338176,1.7246005157028859
0.4535045536480687,-1.8531891067799322,-0.004333002689634435,0.5152604511238396,1.7255266845057657
0.45493516738197426,-1.8594302002688907,-0.004378308882304048,0.5153538375436719,1.726455001716838
0.45636578111587983,-1.8657524185582106,-0.004423971881973743,0.5154460232851719,1.727389725100998
0.4577963948497854,-1.8720410540374663,-0.004469993823378136,0.5155391590146382,1.728326650225017
0.459227008583691,-1.8783332154756696,-0.004516376852905581,0.5156325082051787,1.7292670988891998
0.46065762231759655,-1.8846692254624267,-0.0045631231295523225,0.515725369190377,1.7302126478374524
0.4620882360515021,-1.890993611227157,-0.0046102348240839785,0.5158187278059867,1.7311611647093827
0.4635188497854077,-1.8972383524457264,-0.004657714119299523,0.5159139173304285,1.7321101680882995
0.4649494635193133,-1.9034474624382374,-0.004705563210695251,0.5160100695390994,1.7330612611728287
0.4663800772532189,-1.9098627025489552,-0.004753784305794686,0.5161026413624786,1.734023622791291
0.46781069098712447,-1.9161826445446544,-0.004802379624804697,0.51619733481065,1.7349858357220769
0.46924130472103004,-1.922467603627019,-0.004851351400318959,0.5162929776116566,1.7359501549623515
0.4706719184549356,-1.9288346495581727,-0.004900701877608289,0.51638737184802,1.736921098587543
0.4721025321888412,-1.9351673603522688,-0.0049504333146243714,0.5164827206578732,1.7378941917922999
0.47353314592274676,-1.9415049897635852,-0.005000547981995678,0.5165782786807489,1.738870954883889
0.4749637596566524,-1.9478853874518278,-0.005051048163358674,0.5166733070410192,1.7398528421837605
0.47639437339055796,-1.9541938094513975,-0.0051019361553977585,0.5167700467909033,1.7408354566343265
0.47782498712446353,-1.9605445364971015,-0.00515321426770991,0.5168662455174352,1.7418231819215881
0.4792556008583691,-1.966939252226105,-0.005204884822783782,0.5169619096773111,1.7428161462892564
0.4806862145922747,-1.97326119916613,-0.005256950156712164,0.5170592853400447,1.743809761603713
0.48211682832618025,-1.979626566943034,-0.005309412618723695,0.5171561168423886,1.744808598334386
0.4835474420600858,-1.9860573644452773,-0.005362274571565123,0.5172519472815844,1.745813503371963
0.4849780557939914,-1.9923712790479766,-0.005415538391261199,0.5173504128669478,1.7468173622943177
0.48640866952789696,-1.9986505607690084,-0.005469206467368909,0.5174498516489132,1.747823369525747
0.4878392832618026,-2.005095699741101,-0.005523281203439682,0.5175463022368075,1.7488394949331811
0.48926989699570816,-2.01156140177594,-0.005577765016585118,0.5176426278518963,1.7498599572699167
0.49070051072961374,-2.017955117008775,-0.005632660337594906,0.5177406949004354,1.7508810974237812
0.4921311244635193,-2.024276684319398,-0.005687969611474935,0.5178405124958098,1.751902911042306
0.4935617381974249,-2.0307179539028937,-0.005743695297035188,0.5179382031153902,1.7529330639783012
0.49499235193133045,-2.0371647394865073,-0.005799839867427696,0.5180360926539987,1.753967016004234
0.496422965665236,-2.0435009789198784,-0.0058564058100229735,0.5181365193934959,1.755000077169849
0.49785357939914165,-2.0499566214958964,-0.005913395625973747,0.5182347986191663,1.756041522842715
0.4992841931330472,-2.0564178796469403,-0.005970811831411716,0.5183332720290491,1.7570867900301363
0.5007148068669528,-2.062768834495427,-0.006028656957080297,0.518434299176991,1.7581311550772751
0.5021454206008583,-2.0692392818057983,-0.006086933547810944,0.5185331502416137,1.7591839655458847
0.503576034334764,-2.0757152747061034,-0.0061456441633062076,0.5186321940946714,1.7602406131413122
0.5050066480686696,-2.082119359610839,-0.006204791378083537,0.5187330086020545,1.7612978989097738
0.5064372618025751,-2.088528583696495,-0.006264377781720531,0.5188340238853576,1.7623590224015877
0.5078678755364807,-2.094980390169013,-0.006324405978769015,0.5189344342326309,1.7634255022580698
0.5092984892703862,-2.1015143103076594,-0.00638487858849397,0.519033413373225,1.764498985716651
0.5107291030042919,-2.1079768100602267,-0.006445798245455833,0.5191341848253995,1.7655731332077933
0.5121597167381974,-2.1143679951008636,-0.006507167600034598,0.5192367521499678,1.766647951736993
0.513590330472103,-2.1208784118681496,-0.006568989317377869,0.5193370767434675,1.7677313581057066
0.5150209442060085,-2.1273562704687063,-0.00663126607818243,0.5194384034431038,1.7688170715539984
0.5164515579399142,-2.1338385580185935,-0.006694000579311857,0.5195398943797777,1.769906578791672
0.5178821716738198,-2.140364746112493,-0.0067571955325179695,0.5196407552453669,1.7710016049052548
0.5193127854077253,-2.1468194660132585,-0.0068208536658676015,0.519743422002577,1.7720972625119618
0.5207433991416309,-2.1533765175693795,-0.0068849777233034705,0.5198441666737205,1.773200892590797
