d_km,epsilon,invariant_residual
2.0,0.55,0.804777075537083
2.0,0.56,0.8059723322108914
2.0,0.5700000000000001,0.80722288768955
2.0,0.5800000000000001,0.8085312690555106
2.0,0.59,0.8099002236378531
2.0,0.6,0.8113327436625973
2.0,0.61,0.8128320943133996
2.0,0.62,0.8144018457652107
2.0,0.63,0.8160459098621078
2.0,0.64,0.8177685822433225
2.0,0.65,0.8195745908845576
2.0,0.66,0.8214691522230019
2.0,0.67,0.8234580362841097
2.0,0.68,0.8255476425395835
2.0,0.6900000000000001,0.8277450886164266
2.0,0.7000000000000001,0.8300583144694527
2.0,0.7100000000000001,0.8324962052547872
2.0,0.72,0.8350687369405457
2.0,0.73,0.8377871497184552
2.0,0.74,0.840664155611775
2.0,0.75,0.8437141884142696
2.0,0.76,0.8469537063856589
2.0,0.77,0.8504015611726523
2.0,0.78,0.8540794505071052
2.0,0.79,0.8580124777641145
2.0,0.8,0.8622298490389294
2.0,0.81,0.8667657488999941
2.0,0.8200000000000001,0.8716604507079392
2.0,0.8300000000000001,0.8769617383485169
2.0,0.8400000000000001,0.8827267464874495
2.0,0.85,0.8890243708582278
2.0,0.86,0.8959384664161588
2.0,0.87,0.9035721522082414
2.0,0.88,0.9120536990322908
2.0,0.89,0.9215447266358736
2.0,0.9,0.9322518478399192
2.0,0.91,0.944443590518622
2.0,0.92,0.9584756413346457
2.0,0.93,0.9748296636247872
2.0,0.9400000000000001,0.9941751563587048
2.0,0.9500000000000001,1.0174723244315491
2.0,0.9600000000000001,1.0461522806488468
2.0,0.97,1.0824539315393298
2.0,0.98,1.1301090863861787
2.0,0.99,1.1959040177757625
2.2,0.01,0.7799701513682985
2.2,0.02,0.7795252148553329
2.2,0.03,0.7791036486751031
2.2,0.04,0.778705487706219
2.2,0.05,0.778330777632703
2.2,0.060000000000000005,0.777979574993882
2.2,0.06999999999999999,0.777651947262249
2.2,0.08,0.777347972949756
2.2,0.09,0.7770677417431638
2.2,0.09999999999999999,0.7768113546692188
2.2,0.11,0.7765789242905896
2.2,0.12,0.7763705749336697
2.2,0.13,0.7761864429495171
2.2,0.14,0.7760266770094133
