epsilon,kappa_star,lambda_over_d,gamma_d_over_U0,vph_over_U0,chi
0.12446339484978541,0.7999140643049577,7.854825396324319,0.4023687493614025,0.062280631687178,0.01970571648086123
0.125894008583691,0.7999861941021555,7.85411717539871,0.4023686356472872,0.06299764315504756,0.019934383336921047
0.12732462231759656,0.8000591081444498,7.853401383995198,0.40236851795985523,0.06371469647139026,0.020163124442780015
0.12875523605150213,0.800132905102746,7.8526770579104666,0.40236839620656484,0.06443178747945955,0.02039194168002262
0.13018584978540773,0.8002075331342963,7.851944710604342,0.4023682702937478,0.06514891909410876,0.020620835401702453
0.1316164635193133,0.8002830215038557,7.851204059499486,0.40236814012660826,0.06586609037622924,0.02084980679588292
0.13304707725321888,0.800359320331898,7.850455598585439,0.4023680056092212,0.06658330423740713,0.021078856218729538
0.13447769098712448,0.8004364808016047,7.849698830427157,0.40236786664452634,0.06730055864877381,0.02130798509666504
0.13590830472103005,0.800514486752049,7.848933918326125,0.4023677231343283,0.06801785487392469,0.021537194145008383
0.13733891845493562,0.8005933388023649,7.848160861016929,0.4023675749792922,0.06873519335645532,0.02176648425781352
0.1387695321888412,0.8006730375243257,7.84737965775286,0.402367422078941,0.06945257454275158,0.02199585632985532
0.14020014592274677,0.800753583820802,7.846590304596975,0.4023672643316535,0.07016999886243262,0.022225311260878
0.14163075965665237,0.800834978143444,7.845792802089814,0.4023671016346599,0.07088746676863258,0.022454849946891918
0.14306137339055794,0.8009172213320404,7.844987147023442,0.4023669338840393,0.07160497869463098,0.022684473289576224
0.1444919871244635,0.801000302117171,7.844173454831577,0.4023667609747174,0.0723225357231825,0.022914182051386563
0.1459226008583691,0.8010842737346365,7.843351209339712,0.4023665828004625,0.07304013546860375,0.023143977747106706
0.14735321459227468,0.8011690504399104,7.84252125532006,0.40236639925388323,0.07375778303591887,0.023373860271155098
0.14878382832618026,0.8012546957224931,7.841682976364993,0.40236621022642427,0.07447547547207158,0.0236038312640295
0.15021444206008583,0.8013412103415082,7.840836370441846,0.4023660156083644,0.07519321318896535,0.023833891639169647
0.1516450557939914,0.8014285439237996,7.839981935778165,0.40236581528881243,0.07591099947614778,0.024064041688259746
0.153075669527897,0.8015167484056295,7.839119169596951,0.4023656091557042,0.07662883191992849,0.02429428293955054
0.15450628326180257,0.8016058073178959,7.838248238498402,0.402365397095799,0.07734671192053455,0.024524616096851862
0.15593689699570815,0.8016957215779067,7.8373691390206615,0.4023651789946775,0.07806463990890251,0.024755042075394675
0.15736751072961375,0.8017864918105245,7.836481870618004,0.40236495473673667,0.07878261633300958,0.024985561788247256
0.15879812446351932,0.8018781188698824,7.835586430559697,0.4023647242051875,0.07950064162792998,0.02521617615281706
0.1602287381974249,0.8019706035290391,7.834682816964467,0.40236448728205104,0.08021871623369543,0.02544688608699798
0.16165935193133046,0.8020639464915242,7.833771028686905,0.402364243848155,0.0809368405948358,0.025677692509285685
0.16308996566523604,0.8021581367135104,7.832851179347466,0.4023639937831308,0.08165501586691205,0.025908596185685973
0.16452057939914164,0.8022532106643433,7.831922918671152,0.4023637369654095,0.08237324033189919,0.02613959850652595
0.1659511931330472,0.8023491334081421,7.83098659369204,0.40236347327221866,0.0830915165911033,0.026370699927748997
0.16738180686695278,0.8024459178319178,7.8300420845254735,0.40236320257957664,0.08380984435334649,0.02660190153374804
0.16881242060085838,0.802543564555673,7.829089391126402,0.4023629247622935,0.08452822407016651,0.026833204249624574
0.17024303433476395,0.8026420744179277,7.828128511374293,0.4023626396939623,0.08524665618007718,0.027064609004976856
0.17167364806866953,0.8027414483964362,7.827159441848849,0.4023623472469581,0.08596514111305951,0.027296116732943715
0.1731042618025751,0.8028416753039244,7.826182297774986,0.40236204729243435,0.08668368007969356,0.02752772819912061
0.17453487553648067,0.8029427918480321,7.825196727550629,0.40236173970031824,0.08740227121795659,0.02775944483703429
0.17596548927038627,0.8030447629088793,7.82420307981329,0.4023614243393063,0.08812091727497247,0.027991267082587437
0.17739610300429184,0.8031476015460356,7.82320123360219,0.4023611010768619,0.0888396179065657,0.028223196043702003
0.17882671673819742,0.8032513084583286,7.822191188507162,0.4023607697792108,0.08955837356238246,0.02845523265795515
0.18025733047210302,0.8033558726000194,7.82117305851563,0.40236043031133656,0.09027718547718436,0.028687377694412985
0.1816879442060086,0.8034613307402495,7.820146492166246,0.4023600825369776,0.09099605169267466,0.02891963261656188
0.18311855793991416,0.8035676359998037,7.819111952364793,0.4023597263186225,0.0917149758499645,0.029151997675104447
0.18454917167381973,0.8036748543582415,7.818068803704078,0.40235936151750634,0.0924339539758284,0.029384474774411376
0.1859797854077253,0.8037828870326729,7.817018013875906,0.4023589879936059,0.09315299331030497,0.029617063387916174
0.1874103991416309,0.8038918345925188,7.8159586113527855,0.4023586056056362,0.09387208746641049,0.029849765947552898
0.18884101287553648,0.804001632993786,7.814891225759672,0.40235821421104606,0.09459124136019867,0.0300825824346297
0.19027162660944205,0.8041123307967696,7.813815391879112,0.4023578136660138,0.09531045211085387,0.030315514524285738
0.19170224034334765,0.8042238932570726,7.812731454337863,0.4023574038254432,0.09602972265093536,0.030548562631973187
0.19313285407725322,0.8043363506076718,7.8116391263837235,0.40235698454295915,0.09674905134225019,0.03078172816712824
0.1945634678111588,0.8044496396746937,7.810539028546776,0.4023565556709036,0.09746844321315704,0.031015011093985582
0.19599408154506437,0.8045638494496249,7.8094303037325155,0.40235611706032953,0.09818789238766493,0.03124841374597836
0.19742469527896994,0.8046789277046914,7.808313466219471,0.40235566856099925,0.09890740312475264,0.031481936258304935
0.19885530901287554,0.8047948873798298,7.807188397575124,0.4023552100213777,0.09962697499932531,0.03171557978508066
0.20028592274678111,0.8049117174222734,7.80605521224298,0.4023547412886285,0.10034660933989302,0.03194934510166976
0.2017165364806867,0.805029442840122,7.804913674974022,0.4023542622086105,0.10106630480914226,0.03218323356444167
0.2031471502145923,0.8051480646488868,7.803763783397518,0.40235377262587213,0.10178606182326531,0.03241724615107613
0.20457776394849786,0.8052675478570412,7.802605884094359,0.4023532723836462,0.1025058835238758,0.032651383249257655
0.20600837768240343,0.8053879296199006,7.801439624436523,0.4023527613238469,0.10322576763052241,0.03288564642658145
0.207438991416309,0.8055091986654438,7.8002651212295016,0.40235223928706376,0.10394571550326732,0.03312003646195631
0.20886960515021458,0.8056313683730393,7.799082252554772,0.4023517061125575,0.10466572662412194,0.03335455454447119
0.21030021888412018,0.8057544156291556,7.79789124987109,0.4023511616382551,0.10538580328771004,0.03358920125419177
0.21173083261802575,0.8058783535700941,7.796691993704338,0.40235060570074477,0.10610594500161499,0.033823977778969706
0.21316144635193132,0.8060031831902391,7.79548448222019,0.4023500381352718,0.10682615220557294,0.03405888510630791
0.21459206008583692,0.8061289055557523,7.794268712952183,0.4023494587757319,0.10754642533423915,0.03429392422702877
0.2160226738197425,0.8062555218803586,7.793044682070353,0.4023488674546691,0.10826676481097058,0.03452909613664465
0.21745328755364807,0.8063830211372871,7.79181250408529,0.40234826400326723,0.1089871720430866,0.03476440161896985
0.21888390128755364,0.8065114403330748,7.790571829439572,0.4023476482513486,0.10970764457819283,0.03499984229934085
0.2203145150214592,0.8066407329120324,7.7893231160008805,0.40234702002736505,0.1104281866924599,0.035235418342289986
0.2217451287553648,0.8067709476042966,7.788065901279022,0.40234637915839705,0.11114879495493034,0.03547113159066086
0.22317574248927038,0.8069020498354703,7.786800527351177,0.40234572547014436,0.11186947270455687,0.03570698241732394
0.22460635622317596,0.8070340526321456,7.785526876699869,0.4023450587869233,0.11259021940558052,0.0359429720401829
0.22603696995708156,0.8071669570657143,7.784244947316457,0.4023443789316611,0.11331103549614027,0.03617910146770041
0.22746758369098713,0.8073007523688496,7.782954851389568,0.40234368572589063,0.11403192240957233,0.036415371494171456
0.2288981974248927,0.8074354757437102,7.781656238713427,0.4023429789897439,0.11475287754972394,0.03665178379310436
0.23032881115879827,0.8075710802487668,7.780349570274475,0.4023422585419488,0.11547390540223985,0.03688833849940063
0.23175942489270385,0.807707603235681,7.779034494672468,0.4023415241998211,0.11619500334056791,0.037125037298123185
0.23319003862660945,0.8078450337168261,7.777711126441152,0.40234077577926125,0.11691617282483513,0.037361880987450385
0.23462065236051502,0.8079833849379093,7.776379346788705,0.4023400130947474,0.11763741324228146,0.037598870819246386
0.2360512660944206,0.8081226221304789,7.775039499098575,0.40233923595933035,0.1183587281387076,0.03783600714249511
0.2374818798283262,0.8082627945675759,7.773691118049196,0.40233844418462816,0.11908011376971542,0.03807329189594462
0.23891249356223176,0.808403867397706,7.772334547836202,0.40233763758081986,0.11980157370797725,0.03831072542771897
0.24034310729613734,0.8085458537473849,7.7709696711185545,0.4023368159566402,0.12052310734701256,0.03854830899847161
0.2417737210300429,0.8086887551610746,7.769596482058294,0.40233597911937363,0.12124471508926282,0.038786043651759514
0.24320433476394848,0.8088325605899699,7.768215095837108,0.4023351268748484,0.12196639846681068,0.03902393018763979
0.24463494849785408,0.8089772954632954,7.766825277316654,0.4023342590274316,0.12268815574644472,0.03926197012014805
0.24606556223175965,0.8091229610460513,7.765427023670854,0.40233337538002173,0.12340998733824536,0.03950016449913097
0.24749617596566523,0.8092695224559782,7.764020678934406,0.4023324757340439,0.12413189695166528,0.039738513658047196
0.24892678969957083,0.8094170291875948,7.76260577750133,0.4023315598894442,0.12485388062762336,0.039977019604161314
0.2503574034334764,0.8095654463912225,7.761182663103974,0.40233062764468147,0.1255759420923757,0.040215682672578704
0.251788017167382,0.8097147753969693,7.759751332312298,0.4023296787967239,0.12629808178958213,0.04045450391644584
0.25321863090128754,0.8098650416302664,7.758311550936279,0.40232871314104063,0.12702029791469763,0.0406934848818516
0.2546492446351931,0.8100162463597631,7.756863316527793,0.40232773047159803,0.1277425908808843,0.04093262663427925
0.2560798583690987,0.8101683667877866,7.755406857085285,0.4023267305808506,0.12846496337282723,0.041171929746605045
0.25751047210300426,0.8103214163824516,7.753942053302561,0.40232571325973693,0.12918741468493702,0.041411395533759075
0.2589410858369099,0.8104753964748855,7.752468902212117,0.40232467829767216,0.12990994524491767,0.04165102506640143
0.26037169957081546,0.8106303084565067,7.750987400339352,0.4023236254825414,0.13063255547531902,0.041890819419170576
0.26180231330472103,0.8107861415991428,7.749497660119145,0.40232255460069527,0.13135524696775838,0.04213077941449369
0.2632329270386266,0.8109429333923917,7.747999333190238,0.4023214654369408,0.1320780166655034,0.042370906891951596
0.2646635407725322,0.8111006492177896,7.746492760471803,0.40232035777453623,0.13280086846478117,0.04261120217692872
0.26609415450643775,0.81125930240779,7.74497782463795,0.4023192313951844,0.13352380163920796,0.042851666606390545
0.2675247682403433,0.8114188943707817,7.743454522404127,0.402318086079026,0.1342468166126751,0.04309230126927876
0.26895538197424895,0.8115794265749229,7.741922849986808,0.40231692160463267,0.1349699138037688,0.043333107258678505
0.2703859957081545,0.8117409003965501,7.740382804550241,0.40231573774900065,0.13569309364072385,0.04357408566857575
0.2718166094420601,0.8119033172925731,7.738834382561602,0.4023145342875431,0.1364163565444417,0.04381523759758715
0.27324722317596567,0.8120666787802627,7.73727757998522,0.40231331099408457,0.13713970293033956,0.04405656414857946
0.27467783690987124,0.8122309742368833,7.735712508480531,0.402312067640853,0.1378631344409696,0.044298066159434636
0.2761084506437768,0.8123962410795825,7.734138822245097,0.4023108039984735,0.1385866478656121,0.04453974553129875
0.2775390643776824,0.812562444933817,7.732556859296333,0.40230951983596036,0.13931024724805027,0.044781602583736715
0.27896967811158796,0.8127295991702228,7.730966502997511,0.4023082149207112,0.14003393180852516,0.04502363869312918
0.28040029184549353,0.8128977052740296,7.729367749982159,0.40230688901849926,0.1407577019688511,0.04526585497654629
0.28183090557939916,0.8130667648405989,7.727760595910472,0.4023055418934658,0.14148155814010488,0.045508252556594346
0.28326151931330473,0.8132367672216357,7.726145152838615,0.40230417330811374,0.14220550200859175,0.04575083228030892
0.2846921330472103,0.8134077502096844,7.724521072684487,0.40230278302329964,0.14292953021793559,0.04599359610036664
0.2861227467811159,0.8135796670232892,7.722888810838148,0.40230137079822714,0.1436536482302199,0.04623654404478193
0.28755336051502145,0.8137525859896907,7.721247729785017,0.4022999363904385,0.1443778494458174,0.046479678782189844
0.288983974248927,0.8139264170809,7.719598695068612,0.4022984795558083,0.1451021439403426,0.04672299933794754
0.2904145879828326,0.8141012292383973,7.717941063739199,0.40229700004853486,0.145826525019761,0.04696650840815889
0.2918452017167382,0.8142769935323609,7.7162751214705425,0.40229549762113376,0.14655099634309265,0.04721020642796485
0.2932758154506438,0.8144537357414626,7.714600635307416,0.40229397202442957,0.14727555574067286,0.04745409511093962
0.29470642918454937,0.8146314573884623,7.712917602423753,0.4022924230075481,0.14800020361869398,0.047698175610640325
0.29613704291845494,0.8148101545402453,7.711226071703609,0.40229085031790845,0.14872494097732827,0.0479424489540426
0.2975676566523605,0.8149897852160487,7.709526451934551,0.40228925370121676,0.14944977298435838,0.04818691525916377
0.2989982703862661,0.8151704066889082,7.7078182127598085,0.40228763290145647,0.1501746940059513,0.04843157701185203
0.30042888412017166,0.8153520020885441,7.706101525580428,0.40228598766088136,0.15089970646913606,0.048676434937082076
0.30185949785407723,0.8155345729234396,7.704376387939395,0.40228431772000733,0.151624810803939,0.04892149020046044
0.3032901115879828,0.8157181210286115,7.702642794371859,0.4022826228176046,0.15235000740506244,0.04916674397888014
0.30472072532188843,0.8159026666320531,7.70090056589202,0.40228090269068906,0.15307529461188188,0.049412197903065745
0.306151339055794,0.8160881554325179,7.699150227035909,0.4022791570745159,0.1538006790944255,0.04965785178237836
0.3075819527896996,0.8162746330494189,7.697391359213277,0.4022773857025688,0.15452615636804284,0.04990370787333399
0.30901256652360515,0.8164621187371301,7.695623793175068,0.4022755883065533,0.1552517248464311,0.050149767801512944
0.3104431802575107,0.8166505779608767,7.69384786681752,0.4022737646163883,0.15597738902942024,0.05039603186239626
0.3118737939914163,0.8168400246655882,7.692063460959694,0.40227191436019727,0.15670314794976103,0.05064250155316573
0.31330440772532187,0.8170304602898183,7.690270574429753,0.40227003726430116,0.15742900205202012,0.05088917806535992
0.3147350214592275,0.8172218868385206,7.688469200802396,0.4022681330532068,0.15815495171680619,0.05113606260829528
0.31616563519313307,0.8174143058990706,7.686659337664437,0.40226620144960246,0.15888099737333003,0.05138315638441558
0.31759624892703864,0.81760771931262,7.684840980295529,0.40226424217434564,0.15960713942239066,0.05163046060620417
0.3190268626609442,0.8178021288634332,7.683014124592516,0.402262254946457,0.1603333782720566,0.051877976488386796
0.3204574763948498,0.817997524194199,7.681178880546231,0.4022602394831095,0.16105971575587358,0.0521257049367769
0.32188809012875536,0.8181939313832431,7.679335016036111,0.40225819549962155,0.16178614943889716,0.05237364779761496
0.32331870386266093,0.8183913521314253,7.67748252815185,0.40225612270944633,0.1625126797230173,0.05262180629879312
0.3247493175965665,0.8185897640978748,7.675621639496016,0.4022540208241639,0.16323930986869387,0.05287018104464427
0.3261799313304721,0.8187891812480108,7.67375223204911,0.4022518895534719,0.16396603885239536,0.05311877358364672
0.3276105450643777,0.8189896053839383,7.671874302035934,0.4022497286051772,0.16469286708486902,0.0533675851535235
0.3290411587982833,0.8191910261687724,7.669987959420229,0.40224753768518534,0.16541979643893726,0.053616616674926364
