wavenumber_ratio_r,upper_mode_fraction_cutoff_u,min_jacobian_determinant,min_singular_value,max_condition_number
1.143884192026711,0.2656521739130435,0.0051626204777914,0.034901139195619,4.238293167370997
1.143884192026711,0.2798550724637681,0.0055226300941191,0.0364286240156668,4.161600820134901
1.143884192026711,0.2940579710144927,0.0058989168893452,0.0379320887087147,4.0997631005087225
1.143884192026711,0.3082608695652174,0.0062931567148101,0.0394129910442101,4.05125665619432
1.143884192026711,0.322463768115942,0.006707188296946,0.0408727922149002,4.01487366464018
1.143884192026711,0.3366666666666666,0.0071430344658076,0.0423129597757873,3.9896604484730194
1.143884192026711,0.3508695652173913,0.007602926537029,0.0437349708090501,3.9748716726430944
1.143884192026711,0.365072463768116,0.0080893324394549,0.0451403153129255,3.969936012134762
1.143884192026711,0.3792753623188406,0.0086049891941426,0.0465304998757117,3.974430371672732
1.143884192026711,0.3934782608695652,0.0091529405840669,0.0479070516419547,3.9880606614113736
1.143884192026711,0.4076811594202899,0.0097365809923454,0.0492715226345734,4.010647692486248
1.143884192026711,0.4218840579710145,0.0103597065060535,0.050625494463011,4.04211714613341
1.143884192026711,0.4360869565217391,0.0110265747780831,0.0519705834756566,4.082492933305539
1.143884192026711,0.4502898550724638,0.0117419753967189,0.0533084464206469,4.13189345340249
1.143884192026711,0.4644927536231884,0.0125113128060674,0.0546407866812033,4.190530400291306
1.143884192026711,0.4786956521739131,0.0133407045716916,0.055969361168942,4.258709995612207
1.143884192026711,0.4928985507246377,0.0142370981433898,0.0572959879655639,4.33683654522965
1.143884192026711,0.5071014492753623,0.0152084102974066,0.058622554837236,4.425418402063653
1.143884192026711,0.521304347826087,0.0162636943631068,0.059951028728932,4.525076489115767
1.143884192026711,0.5355072463768116,0.0174133417263704,0.0612834664153864,4.636555660063668
1.143884192026711,0.5497101449275362,0.0186693258845642,0.0626220264647182,4.760739320673655
